"LSOA21CD","Index of Multiple Deprivation (IMD) Rank (where 1 is most deprived)","Index of Multiple Deprivation (IMD) Decile (where 1 is most deprived 10% of LSOAs)","Income Rank (where 1 is most deprived)","Income Decile (where 1 is most deprived 10% of LSOAs)","Employment Rank (where 1 is most deprived)","Employment Decile (where 1 is most deprived 10% of LSOAs)","Education, Skills and Training Rank (where 1 is most deprived)","Education, Skills and Training Decile (where 1 is most deprived 10% of LSOAs)","Health Deprivation and Disability Rank (where 1 is most deprived)","Health Deprivation and Disability Decile (where 1 is most deprived 10% of LSOAs)","Crime Rank (where 1 is most deprived)","Crime Decile (where 1 is most deprived 10% of LSOAs)","Barriers to Housing and Services Rank (where 1 is most deprived)","Barriers to Housing and Services Decile (where 1 is most deprived 10% of LSOAs)","Living Environment Rank (where 1 is most deprived)","Living Environment Decile (where 1 is most deprived 10% of LSOAs)","Output_Area_to_Lower_layer_Supe.MSOA21CD","Total annual income.Total annual income (£)","LAD24CD","202425_local_authority_district.attainment8_average"
"E01000216","14573","5","9366","3","15940","5","28474","9","27165","9","25767","8","2995","1","7117","3","E02000058","87831","E09000003","56.1"
"E01000217","13780","5","8068","3","15578","5","20130","6","30620","10","26175","8","3925","2","7074","3","E02000058","87831","E09000003","56.1"
"E01000218","10123","3","4985","2","12122","4","21574","7","22206","7","16057","5","6130","2","4441","2","E02000060","79910","E09000003","56.1"
"E01000219","7512","3","4232","2","9833","3","16932","6","20393","7","12626","4","2409","1","4512","2","E02000060","79910","E09000003","56.1"
"E01000220","8812","3","2722","1","8588","3","18088","6","19007","6","25870","8","8923","3","9023","3","E02000060","79910","E09000003","56.1"
"E01000221","4126","2","2748","1","4874","2","10140","4","13900","5","2636","1","2295","1","7916","3","E02000062","61123","E09000003","56.1"
"E01000222","9546","3","5695","2","8257","3","18403","6","25222","8","9868","3","4481","2","12008","4","E02000063","66192","E09000003","56.1"
"E01000223","5458","2","2666","1","7239","3","10221","4","17254","6","5449","2","4187","2","7401","3","E02000062","61123","E09000003","56.1"
"E01000224","8840","3","3569","2","9083","3","14865","5","27412","9","15714","5","5006","2","10173","4","E02000063","66192","E09000003","56.1"
"E01000225","15941","5","11147","4","15792","5","23603","7","27214","9","28899","9","3922","2","9983","3","E02000060","79910","E09000003","56.1"
"E01000226","6353","2","3301","1","7028","3","12627","4","15300","5","14979","5","2179","1","9648","3","E02000041","71165","E09000003","56.1"
"E01000227","23509","7","18601","6","27347","9","24784","8","31332","10","25772","8","5502","2","15397","5","E02000041","71165","E09000003","56.1"
"E01000228","17707","6","17043","6","21824","7","26559","8","28194","9","17609","6","731","1","21282","7","E02000030","83501","E09000003","56.1"
"E01000229","8616","3","6875","3","10936","4","16803","5","18632","6","18465","6","119","1","15373","5","E02000036","76748","E09000003","56.1"
"E01000230","16377","5","12080","4","18806","6","21895","7","26404","8","28801","9","1515","1","18424","6","E02000036","76748","E09000003","56.1"
"E01000231","12266","4","10415","4","15410","5","24772","8","25244","8","15132","5","543","1","11574","4","E02000036","76748","E09000003","56.1"
"E01000232","16265","5","13063","4","16566","5","28207","9","22740","7","22327","7","3328","1","10933","4","E02000036","76748","E09000003","56.1"
"E01000233","23211","7","18585","6","25964","8","26783","8","32327","10","22945","7","6935","3","12087","4","E02000036","76748","E09000003","56.1"
"E01000234","19832","6","14999","5","20072","6","27536","9","28786","9","27234","9","5013","2","11256","4","E02000044","69466","E09000003","56.1"
"E01000235","11785","4","8015","3","11761","4","17059","6","21159","7","14787","5","6746","2","8607","3","E02000044","69466","E09000003","56.1"
"E01000236","11276","4","6574","2","13220","4","20986","7","26713","8","17232","6","4396","2","4749","2","E02000057","82608","E09000003","56.1"
"E01000237","13294","4","12125","4","16676","5","20714","7","27496","9","11096","4","2619","1","6382","2","E02000055","65463","E09000003","56.1"
"E01000238","13608","5","9682","3","15323","5","19856","6","24728","8","19440","6","4315","2","7453","3","E02000057","82608","E09000003","56.1"
"E01000239","10513","4","7201","3","13219","4","17549","6","22931","7","15805","5","1698","1","8975","3","E02000054","76599","E09000003","56.1"
"E01000240","10468","4","9886","3","12634","4","20614","7","20078","6","11722","4","960","1","9125","3","E02000054","76599","E09000003","56.1"
"E01000241","18025","6","13565","5","17169","6","26266","8","31356","10","17087","6","6300","2","11429","4","E02000054","76599","E09000003","56.1"
"E01000242","19152","6","14271","5","19415","6","25602","8","31425","10","25314","8","5063","2","10690","4","E02000055","65463","E09000003","56.1"
"E01000243","11123","4","8392","3","13152","4","19101","6","22834","7","12545","4","2882","1","7161","3","E02000055","65463","E09000003","56.1"
"E01000244","11148","4","11716","4","14756","5","19352","6","25605","8","7259","3","4648","2","2063","1","E02000055","65463","E09000003","56.1"
"E01000245","7294","3","4869","2","8752","3","10794","4","15588","5","6993","3","2838","1","15194","5","E02000055","65463","E09000003","56.1"
"E01000246","26905","8","23661","8","25047","8","32007","10","32807","10","26859","8","13448","4","10405","4","E02000025","72227","E09000003","56.1"
"E01000247","21123","7","19251","6","17511","6","29808","9","26308","8","21021","7","8449","3","12386","4","E02000025","72227","E09000003","56.1"
"E01000248","23071","7","20685","7","25484","8","33365","10","28105","9","22259","7","17555","6","3177","1","E02000024","94778","E09000003","56.1"
"E01000249","31123","10","30717","10","29285","9","33191","10","32895","10","32110","10","17113","6","13431","4","E02000024","94778","E09000003","56.1"
"E01000250","19311","6","16340","5","19072","6","25492","8","30276","9","12224","4","7732","3","12674","4","E02000024","94778","E09000003","56.1"
"E01000251","11137","4","12295","4","9832","3","22806","7","13174","4","9009","3","3517","2","11766","4","E02000025","72227","E09000003","56.1"
"E01000252","18199","6","15244","5","16349","5","27115","9","25208","8","16759","5","9708","3","9281","3","E02000025","72227","E09000003","56.1"
"E01000253","30230","9","31968","10","28765","9","31296","10","32546","10","23420","7","11920","4","19010","6","E02000030","83501","E09000003","56.1"
"E01000254","28838","9","28691","9","31748","10","32977","10","33178","10","23766","8","21701","7","5123","2","E02000024","94778","E09000003","56.1"
"E01000255","13313","4","12116","4","14598","5","22972","7","18066","6","19121","6","1609","1","12702","4","E02000040","78925","E09000003","56.1"
"E01000256","19859","6","17102","6","21335","7","24421","8","30632","10","24987","8","2923","1","14001","5","E02000039","90481","E09000003","56.1"
"E01000257","12991","4","9017","3","13343","4","19470","6","20351","7","12554","4","9157","3","8636","3","E02000040","78925","E09000003","56.1"
"E01000258","22855","7","21693","7","24110","8","26276","8","31828","10","18539","6","9474","3","8144","3","E02000039","90481","E09000003","56.1"
"E01000259","17181","6","13867","5","15687","5","28888","9","28186","9","22554","7","3239","1","12644","4","E02000048","86303","E09000003","56.1"
"E01000260","12190","4","11099","4","14022","5","18226","6","26133","8","12300","4","1579","1","10208","4","E02000048","86303","E09000003","56.1"
"E01000261","28126","9","25850","8","30679","10","32100","10","32914","10","29796","9","8982","3","10973","4","E02000040","78925","E09000003","56.1"
"E01000263","32419","10","33406","10","32867","10","33180","10","33360","10","30880","10","12698","4","22506","7","E02000039","90481","E09000003","56.1"
"E01000264","12189","4","10621","4","13924","5","21855","7","28388","9","6606","2","3216","1","7772","3","E02000039","90481","E09000003","56.1"
"E01000265","13950","5","8234","3","11297","4","21136","7","21143","7","21233","7","10182","4","12928","4","E02000034","77782","E09000003","56.1"
"E01000266","32599","10","30498","10","31928","10","32689","10","31687","10","30398","10","28199","9","16959","6","E02000034","77782","E09000003","56.1"
"E01000267","23426","7","20566","7","24459","8","28363","9","30360","9","25097","8","11008","4","6867","3","E02000028","83425","E09000003","56.1"
"E01000268","10060","3","6546","2","7686","3","22079","7","22615","7","11153","4","6051","2","9493","3","E02000028","83425","E09000003","56.1"
"E01000269","22327","7","22397","7","20939","7","28726","9","29670","9","23681","8","13350","4","4499","2","E02000028","83425","E09000003","56.1"
"E01000270","22955","7","17132","6","21503","7","30424","10","29287","9","24911","8","12271","4","10554","4","E02000028","83425","E09000003","56.1"
"E01000271","28338","9","23710","8","26217","8","29678","9","32234","10","25629","8","20517","7","12924","4","E02000031","85647","E09000003","56.1"
"E01000272","32104","10","26226","8","31671","10","32335","10","32026","10","29631","9","27170","9","20126","6","E02000031","85647","E09000003","56.1"
"E01000273","15504","5","11183","4","10368","4","25287","8","24687","8","20443","7","14561","5","8844","3","E02000031","85647","E09000003","56.1"
"E01000274","15706","5","11430","4","14211","5","22588","7","24760","8","16142","5","12134","4","7815","3","E02000034","77782","E09000003","56.1"
"E01000275","27030","9","17890","6","23467","7","30495","10","29459","9","29880","9","20051","6","19057","6","E02000035","78798","E09000003","56.1"
"E01000276","33689","10","32796","10","32787","10","32229","10","33359","10","33163","10","28066","9","29949","9","E02000043","94484","E09000003","56.1"
"E01000277","16548","5","11226","4","11859","4","26415","8","22555","7","23902","8","8770","3","17159","6","E02000035","78798","E09000003","56.1"
"E01000278","33094","10","31796","10","31492","10","32614","10","33407","10","31875","10","28505","9","18536","6","E02000043","94484","E09000003","56.1"
"E01000279","31287","10","32932","10","33015","10","31414","10","33636","10","24380","8","14476","5","14927","5","E02000030","83501","E09000003","56.1"
"E01000280","33002","10","32933","10","30998","10","33523","10","33352","10","30684","10","28693","9","16602","5","E02000030","83501","E09000003","56.1"
"E01000281","22630","7","13215","4","22235","7","28813","9","27814","9","19552","6","18602","6","15611","5","E02000031","85647","E09000003","56.1"
"E01000282","26269","8","23454","7","24265","8","31431","10","31754","10","18698","6","22223","7","8429","3","E02000031","85647","E09000003","56.1"
"E01000283","33622","10","31640","10","32605","10","33286","10","33200","10","33377","10","26317","8","29666","9","E02000035","78798","E09000003","56.1"
"E01000284","16012","5","10983","4","15859","5","20314","7","25537","8","16718","5","7660","3","13460","4","E02000035","78798","E09000003","56.1"
"E01000285","19901","6","15845","5","13736","5","25599","8","24940","8","20489","7","8337","3","28635","9","E02000027","78533","E09000003","56.1"
"E01000286","12260","4","9321","3","9362","3","17389","6","21981","7","12803","4","5883","2","17832","6","E02000030","83501","E09000003","56.1"
"E01000287","12162","4","10590","4","8926","3","14875","5","14485","5","16867","5","7637","3","18441","6","E02000027","78533","E09000003","56.1"
"E01000288","21181","7","17418","6","21671","7","28509","9","25139","8","24819","8","12483","4","6262","2","E02000027","78533","E09000003","56.1"
"E01000289","6120","2","2282","1","6521","2","9163","3","17343","6","9424","3","6146","2","15152","5","E02000027","78533","E09000003","56.1"
"E01000290","15501","5","14018","5","14678","5","21526","7","18653","6","14196","5","4582","2","18960","6","E02000030","83501","E09000003","56.1"
"E01000291","14521","5","12584","4","11405","4","16858","5","17170","6","14640","5","6183","2","29089","9","E02000027","78533","E09000003","56.1"
"E01000292","24553","8","20592","7","21295","7","30512","10","28265","9","21575","7","17223","6","11304","4","E02000024","94778","E09000003","56.1"
"E01000293","25879","8","25784","8","25369","8","32742","10","33225","10","22986","7","17172","6","4652","2","E02000024","94778","E09000003","56.1"
"E01000294","18828","6","17210","6","15541","5","27176","9","18196","6","24777","8","6704","2","16152","5","E02000027","78533","E09000003","56.1"
"E01000295","22747","7","21827","7","24334","8","30404","10","30377","9","14199","5","15297","5","5187","2","E02000046","79944","E09000003","56.1"
"E01000296","16400","5","15025","5","16510","5","27224","9","27177","9","12295","4","8195","3","5257","2","E02000046","79944","E09000003","56.1"
"E01000297","18747","6","14382","5","19076","6","23125","7","29570","9","30685","10","8542","3","5702","2","E02000050","75010","E09000003","56.1"
"E01000298","16734","5","13025","4","18485","6","26586","8","29255","9","10937","4","11615","4","4898","2","E02000046","79944","E09000003","56.1"
"E01000299","12857","4","10414","4","14149","5","21706","7","24900","8","12535","4","3667","2","7275","3","E02000042","73012","E09000003","56.1"
"E01000300","22827","7","17201","6","20235","6","31781","10","27708","9","26120","8","17044","6","7968","3","E02000042","73012","E09000003","56.1"
"E01000301","29247","9","25485","8","24312","8","32671","10","31684","10","30482","10","20902","7","14092","5","E02000043","94484","E09000003","56.1"
"E01000302","12710","4","10355","4","10294","4","19740","6","19452","6","17722","6","6321","2","10126","3","E02000042","73012","E09000003","56.1"
"E01000303","30965","10","28165","9","29429","9","32393","10","31069","10","30777","10","18639","6","16626","5","E02000043","94484","E09000003","56.1"
"E01000304","21218","7","15489","5","18735","6","28203","9","24591","8","24022","8","14124","5","11745","4","E02000043","94484","E09000003","56.1"
"E01000305","8458","3","4738","2","13513","5","13861","5","20117","6","5865","2","3047","1","10439","4","E02000059","63166","E09000003","56.1"
"E01000306","12774","4","13991","5","21445","7","10868","4","28277","9","31246","10","721","1","3978","2","E02000059","63166","E09000003","56.1"
"E01000307","7793","3","6468","2","11997","4","12686","4","20418","7","8669","3","1527","1","4635","2","E02000062","61123","E09000003","56.1"
"E01000308","13189","4","9907","3","16439","5","17411","6","24178","8","9858","3","3264","1","14641","5","E02000059","63166","E09000003","56.1"
"E01000309","14804","5","13716","5","17272","6","19377","6","29402","9","20989","7","2140","1","6949","3","E02000054","76599","E09000003","56.1"
"E01000310","7872","3","7274","3","9831","3","16330","5","16426","5","7025","3","1424","1","7832","3","E02000057","82608","E09000003","56.1"
"E01000311","15318","5","14980","5","19602","6","28917","9","29143","9","17656","6","2905","1","2734","1","E02000057","82608","E09000003","56.1"
"E01000312","8621","3","9101","3","12986","4","11255","4","12482","4","13901","5","315","1","16440","5","E02000059","63166","E09000003","56.1"
"E01000313","6925","3","5691","2","10930","4","12897","4","27444","9","10730","4","323","1","3976","2","E02000059","63166","E09000003","56.1"
"E01000314","15599","5","16463","5","20994","7","22334","7","31770","10","12405","4","1365","1","8042","3","E02000055","65463","E09000003","56.1"
"E01000315","7642","3","6562","2","5369","2","15039","5","18101","6","10097","3","3025","1","11711","4","E02000045","70363","E09000003","56.1"
"E01000316","12199","4","9491","3","11932","4","22305","7","25255","8","6730","2","7122","3","7975","3","E02000050","75010","E09000003","56.1"
